id;Nome_comune;Nome_scientifico;diametro;multifusto;altezza;stato;Lat;Lon
887;Olmo;Ulmus minor;33;;2;;12.290.695.744.342.000;5.687.517.741.925.720
884;bagolaro;Celtis australis;11;;3;;1.229.072.482.396.990;5.687.524.578.980.000
883;Olmo;Ulmus minor;42;;1;;122.906.769.879.173;5.687.523.684.440.530
943;robinia;Robinia pseudoacacia;12;;3;;1.229.220.745.671.370;5.687.493.132.928.980
944;robinia;Robinia pseudoacacia;23;;2;;12.292.273.787.528.700;568.749.906.193.479
946;Olmo;Ulmus minor;18;;3;;12.292.347.541.883.600;568.752.631.510.252
957;Spino di Giuda;Gleditsia triacanthos;21;;2;;12.292.548.424.430.500;5.687.471.530.931.510
932;bagolaro;Celtis australis;16;;2;;12.291.818.965.960.300;5.687.471.051.892.950
933;bagolaro;Celtis australis;11;;3;;122.918.832.045.087;5.687.472.717.646.810
934;bagolaro;Celtis australis;8;;3;;12.291.939.781.516.300;5.687.476.130.679.750
937;bagolaro;Celtis australis;30;;1;;12.291.990.885.712.400;5.687.477.931.520.300
938;Spino di Giuda;Gleditsia triacanthos;11;;2;;12.292.025.905.510.200;5.687.476.216.170.820
939;Spino di Giuda;Gleditsia triacanthos;28;;1;;12.292.081.737.134.000;5.687.476.683.729.820
940;bagolaro;Celtis australis;11;;3;;12.292.128.853.289.100;5.687.474.734.292.050
942;bagolaro;Celtis australis;27;;2;;1.229.211.439.197.600;5.687.465.624.148.260
941;bagolaro;Celtis australis;19;;2;;12.292.034.187.743.500;5.687.464.913.785.830
947;Spino di Giuda;Gleditsia triacanthos;19;;1;;12.292.284.184.373.300;5.687.472.102.602.060
945;bagolaro;Celtis australis;25;;2;;12.292.261.511.835.800;5.687.466.570.544.590
948;Bagolaro orientale;Celtis orientalis;13;;2;;1.229.227.561.684.280;568.746.226.601.491
949;acero campestre;Acer campestre;20;;2;;12.292.248.242.668.400;5.687.458.168.805.200
950;acero campestre;Acer campestre;25;;1;;12.292.329.905.899.200;5.687.456.639.503.400
951;bagolaro;Celtis australis;15;;2;;12.292.347.584.316.600;5.687.466.452.869.440
952;robinia;Robinia pseudoacacia;12;;2;;12.292.393.790.878.400;5.687.464.912.270.040
954;acero campestre;Acer campestre;15;;2;;12.292.418.070.379.800;5.687.460.785.079.900
953;acero campestre;Acer campestre;12;;3;;12.292.396.924.282.400;5.687.457.281.804.080
956;Tiglio;Tilia cordata;12;;2;;12.292.505.180.823.700;5.687.460.766.377.880
958;acero campestre;Acer campestre;14;;3;;12.292.492.184.623.500;5.687.457.445.603.040
955;bagolaro;Celtis australis;12;;2;;12.292.554.707.087.100;5.687.460.335.275.780
959;acero campestre;Acer campestre;17;;3;;12.292.516.644.031.300;5.687.454.029.386.260
960;bagolaro;Celtis australis;9;;3;;12.292.551.319.794.300;5.687.454.957.355.540
961;Frassino;Fraxinus;21;;2;;12.292.605.891.454.000;5.687.450.448.074.260
962;bagolaro;Celtis australis;11;;3;;12.292.675.715.336.500;56.874.501.685.075.500
963;acero campestre;Acer campestre;11;;3;;12.292.806.313.183.700;5.687.445.872.002.730
964;bagolaro;Celtis australis;22;;3;;12.292.825.608.024.900;5.687.442.062.412.220
965;bagolaro;Celtis australis;55;;1;;1.229.288.588.388.080;5.687.440.079.403.950
966;Spino di Giuda;Gleditsia triacanthos;10;;3;;12.292.976.631.912.500;5.687.438.425.259.600
967;robinia;Robinia pseudoacacia;20;;2;;12.293.136.766.470.100;5.687.434.764.860.940
968;Gelso cinese;Broussonetia papyrifera;12;;3;;12.293.202.103.756.900;5.687.432.768.931.920
969;Gelso cinese;Broussonetia papyrifera;30;;1;;1.229.348.555.736.520;5.687.442.822.634.410
970;Gelso cinese;Broussonetia papyrifera;18;;1;;1.229.363.153.821.160;5.687.427.273.313.500
971;robinia;Robinia pseudoacacia;20;;2;;12.293.751.013.964.000;5.687.424.394.016.470
972;robinia;Robinia pseudoacacia;14;;2;;1.229.378.232.042.980;5.687.430.683.181.230
979;Spino di Giuda;Gleditsia triacanthos;16;;2;;1.229.377.472.435.530;568.743.802.010.945
980;Spino di Giuda;Gleditsia triacanthos;14;;2;;12.293.772.047.074.000;5.687.443.447.354.770
973;robinia;Robinia pseudoacacia;55;;1;;12.293.866.611.893.500;5.687.422.202.141.480
974;robinia;Robinia pseudoacacia;45;;1;;12.293.963.335.666.400;5.687.425.478.786.950
978;robinia;Robinia pseudoacacia;13;;2;;12.293.908.498.597.200;5.687.432.936.165.760
977;robinia;Robinia pseudoacacia;16;;1;;12.293.898.100.223.700;5.687.439.873.709.980
975;robinia;Robinia pseudoacacia;13;;2;;12.294.055.380.892.200;5.687.431.613.069.300
976;Acero di monte;Acer pseudoplatanus;22;;2;;1.229.401.605.478.350;5.687.436.320.699.200
981;robinia;Robinia pseudoacacia;25;;2;;12.293.997.031.511.300;5.687.446.532.493.010
982;robinia;Robinia pseudoacacia;16;;2;;12.294.070.307.202.100;5.687.442.551.353.370
1095;bagolaro;Celtis australis;56;;1;;12.293.974.590.937.700;5.687.544.564.388.440
1096;bagolaro;Celtis australis;35;;1;;12.293.878.128.274.600;5.687.547.656.101.410
1094;bagolaro;Celtis australis;36;;1;;1.229.391.565.924.050;5.687.541.191.340.650
1093;acero campestre;Acer campestre;11;;1;;12.294.254.668.457.600;5.687.519.864.592.520
1092;bagolaro;Celtis australis;46;;1;;12.294.283.975.025.500;56.875.075.938.136.300
1090;Tiglio;Tilia cordata;15;;1;;12.294.283.094.807.500;5.687.498.787.815.870
1089;robinia;Robinia pseudoacacia;15;;1;;1.229.423.046.610.130;5.687.493.637.085.420
1088;Spino di Giuda;Gleditsia triacanthos;27;;1;;12.294.232.800.045.900;5.687.486.855.572.170
1091;Loto americano;Diospyros virginiana;16;;1;;1.229.414.132.545.470;56.874.883.084.392
1085;robinia;Robinia pseudoacacia;16;;2;;12.294.221.636.449.500;5.687.480.108.484.230
1084;Tiglio;Tilia cordata;12;;2;;12.294.221.511.037.100;568.747.428.182.965
1087;robinia;Robinia pseudoacacia;17;;2;;1.229.413.725.374.490;5.687.482.898.375.760
1082;Spino di Giuda;Gleditsia triacanthos;37;;1;;12.294.208.997.715.000;5.687.467.538.192.870
1086;Spino di Giuda;Gleditsia triacanthos;19;;2;;12.294.108.749.258.500;5.687.477.008.574.740
1080;Spino di Giuda;Gleditsia triacanthos;32;;1;;1.229.419.631.288.460;5.687.460.117.444.410
1083;Carpino bianco;carpinus betulus;17;;2;;12.294.167.921.963.800;5.687.465.339.253.800
1079;Platano;platanus;76;;1;;12.294.178.961.330.800;5.687.450.269.410.600
1107;bagolaro;Celtis australis;24;;1;;12.293.803.336.923.700;5.687.593.649.999.780
1105;bagolaro;Celtis australis;40;;1;;1.229.381.235.144.810;5.687.586.580.353.960
1106;Bagolaro orientale;Celtis orientalis;19;;2;;12.293.740.252.749.600;56.875.898.809.712.800
1102;Bagolaro orientale;Celtis orientalis;15;;1;;12.293.796.269.154.700;5.687.581.742.903.480
1101;Bagolaro orientale;Celtis orientalis;46;;1;;12.293.785.277.251.100;5.687.575.672.863.980
1104;Bagolaro orientale;Celtis orientalis;13;;2;;122.937.268.014.294;5.687.584.765.784.570
1103;Bagolaro orientale;Celtis orientalis;22;;1;;1.229.372.872.416.730;5.687.576.359.102.270
1100;Bagolaro orientale;Celtis orientalis;22;;2;;1.229.377.788.876.390;5.687.567.831.979.790
1099;Bagolaro orientale;Celtis orientalis;18;;2;;12.293.729.022.740.700;5.687.566.872.469.630
1098;prunus;prunus;7;;2;;12.293.738.071.601.600;5.687.559.938.270.250
1097;bagolaro;Celtis australis;9;;2;;12.293.736.528.124.900;5.687.553.844.155.230
1108;robinia;Robinia pseudoacacia;26;;1;;12.293.709.595.421.600;5.687.602.155.287.950
1109;robinia;Robinia pseudoacacia;22;;1;;12.293.704.184.232.000;5.687.607.454.088.840
1110;Bagolaro orientale;Celtis orientalis;59;;1;;12.293.802.683.383.800;5.687.607.067.441.190
1111;bagolaro;Celtis australis;34;;1;;12.293.808.756.460.800;5.687.615.047.226.280
1112;robinia;Robinia pseudoacacia;19;;1;;12.293.773.868.123.900;5.687.615.949.257.930
1113;acero campestre;Acer campestre;22;;1;;12.293.711.320.498.500;56.876.196.320.719.600
1115;robinia;Robinia pseudoacacia;21;;1;;12.293.822.447.980.000;5.687.621.110.408.600
1114;robinia;Robinia pseudoacacia;16;;1;;12.293.774.850.792.700;5.687.625.161.649.850
1117;robinia;Robinia pseudoacacia;27;;1;;12.293.701.333.389.000;5.687.628.194.868.260
1118;Bagolaro orientale;Celtis orientalis;20;;2;;12.293.790.337.995.500;5.687.632.981.934.190
1116;robinia;Robinia pseudoacacia;25;;1;;122.938.684.535.596;56.876.321.051.957.000
1119;robinia;Robinia pseudoacacia;55;;1;;12.293.849.578.974.600;5.687.637.573.856.860
1120;acero campestre;Acer campestre;16;;2;;12.293.853.307.585.600;5.687.641.629.753.960
1121;acero campestre;Acer campestre;38;;1;;12.293.870.293.877.300;568.764.470.325.418
1122;robinia;Robinia pseudoacacia;15;;2;;1.229.381.488.433.750;5.687.644.573.506.180
1123;robinia;Robinia pseudoacacia;17;;2;;1.229.373.054.634.150;5.687.642.213.781.140
1124;bagolaro;Celtis australis;16;;2;;12.293.726.759.326.000;5.687.648.592.573.610
1125;Bagolaro orientale;Celtis orientalis;17;;2;;1.229.381.307.661.380;5.687.648.101.467.920
1126;Spino di Giuda;Gleditsia triacanthos;39;;1;;12.293.876.879.256.000;568.764.700.375.616
1131;Bagolaro orientale;Celtis orientalis;15;;2;;12.293.747.873.886.500;5.687.652.263.847.250
1130;Bagolaro orientale;Celtis orientalis;19;;2;;1.229.382.649.378.410;5.687.653.081.262.730
1128;Bagolaro orientale;Celtis orientalis;26;;1;;12.293.876.910.947.700;5.687.653.705.549.170
1129;Bagolaro orientale;Celtis orientalis;32;;1;;12.293.884.524.765.400;5.687.651.829.632.810
984;Spino di Giuda;Gleditsia triacanthos;18;;2;;1.229.262.935.608.320;5.687.467.194.789.070
983;Spino di Giuda;Gleditsia triacanthos;14;;2;;12.292.721.391.975.900;5.687.462.623.900.950
986;Olmo;Ulmus minor;40;;1;;1.229.266.155.107.760;5.687.474.328.702.780
987;Tiglio;Tilia cordata;44;;1;;12.292.684.884.794.900;5.687.478.470.081.540
991;Olmo;Ulmus minor;39;;1;Abbattimento;12.292.694.611.775.200;5.687.484.882.070.610
999;Olmo;Ulmus minor;52;;1;;12.292.771.798.652.100;5.687.488.344.166.470
1013;Spino di Giuda;Gleditsia triacanthos;13;;2;;12.292.768.621.779.800;5.687.499.802.966.200
1014;Tiglio;Tilia cordata;57;;1;;1.229.273.724.154.700;5.687.517.228.409.710
1029;Olmo;Ulmus minor;30;;1;;12.292.806.007.134.000;56.875.327.725.241.500
1028;Olmo;Ulmus minor;45;;1;;12.292.786.865.965.600;56.875.265.200.062.300
1030;Olmo;Ulmus minor;49;;1;;12.292.852.229.320.700;568.753.929.480.807
1034;Olmo;Ulmus minor;52;;1;;1.229.287.235.402.330;5.687.546.764.435.380
1035;bagolaro;Celtis australis;13;;3;;12.292.883.362.415.600;568.755.290.218.073
1038;Olmo;Ulmus minor;19;;2;;12.292.917.556.868.700;5.687.559.929.422.800
1044;Loto americano;Diospyros virginiana;13;;2;;1.229.293.226.546.000;5.687.567.345.113.500
1045;Loto americano;Diospyros virginiana;35;;2;;12.292.949.204.457.200;5.687.575.568.200.380
1048;bagolaro;Celtis australis;13;;2;;12.292.963.923.978.800;5.687.585.694.128.290
1049;Acero americano;acer negundo;18;;2;;12.293.004.918.917.100;5.687.592.907.329.130
1056;Loto americano;Diospyros virginiana;14;;2;;12.293.049.070.135.200;56.876.045.844.151.000
1057;Loto americano;Diospyros virginiana;10;;2;;12.293.034.872.527.800;5.687.615.190.617.860
1061;Ginko;Ginko biloba;35;;1;;12.293.033.052.008.600;5.687.624.003.613.920
1062;/;/;15;;2;;1.229.304.313.946.030;5.687.631.837.673.820
1063;Loto americano;Diospyros virginiana;34;;1;;1.229.306.852.026.790;568.764.139.443.527
1070;Loto americano;Diospyros virginiana;25;;1;;12.293.088.776.333.500;5.687.652.048.377.640
1075;Noce comune;Juglans regia;39;;2;;12.293.084.748.826.100;5.687.657.479.191.080
1078;Tiglio;Tilia cordata;33;;1;;12.293.077.152.032.700;5.687.664.816.299.060
1077;Tiglio;Tilia cordata;17;;3;;12.293.009.340.341.500;568.768.261.351.555
1076;Tiglio;Tilia cordata;81;;1;;12.293.159.647.810.800;5.687.670.568.635.260
1074;Ippocastano;Aesculus  hippocastanum;61;;1;;12.293.186.398.681.000;56.876.641.990.522.900
1073;Bagolaro orientale;Celtis orientalis;16;;2;;12.293.225.113.710.500;5.687.662.406.444.210
1072;Bagolaro orientale;Celtis orientalis;15;;2;;12.293.191.752.569.000;5.687.661.339.615.070
1071;Bagolaro orientale;Celtis orientalis;15;;2;;12.293.182.353.158.400;5.687.658.890.447.690
1069;bagolaro;Celtis australis;14;;2;;122.931.704.232.795;5.687.654.448.903.790
1068;Olmo;Ulmus minor;26;;2;;12.293.209.326.879.100;5.687.653.401.143.020
1067;Bagolaro orientale;Celtis orientalis;15;;2;;12.293.174.101.615.000;56.876.503.063.611.900
1066;bagolaro;Celtis australis;12;;2;;12.293.156.573.096.500;5.687.642.423.496.870
1065;Bagolaro orientale;Celtis orientalis;21;;2;;12.293.213.287.151.400;5.687.639.704.177.210
1064;acero campestre;Acer campestre;35;;1;;1.229.313.342.260.290;5.687.633.674.132.280
1059;Olmo;Ulmus minor;30;;1;;12.293.178.891.143.600;5.687.637.217.097.150
1058;Tiglio;Tilia cordata;26;;2;;1.229.319.155.497.460;5.687.631.222.228.250
1060;Spino di Giuda;Gleditsia triacanthos;25;;1;;12.293.123.592.250.800;5.687.626.855.765.990
1055;Tiglio;Tilia cordata;18;;2;;12.293.157.497.189.000;5.687.624.736.645.740
1054;Loto americano;Diospyros virginiana;16;;2;;12.293.142.604.424.900;5.687.621.928.828.810
1053;Tiglio;Tilia cordata;30;;2;;1.229.314.150.711.340;56.876.175.952.043.300
1052;Loto americano;Diospyros virginiana;17;;2;;12.293.140.546.967.100;5.687.613.803.284.620
1051;Tiglio;Tilia cordata;28;;1;;12.293.138.431.863;568.760.811.712.826
1050;Acero americano;acer negundo;27;;2;;12.293.109.179.443.200;5.687.596.605.336.180
1047;Acero americano;Acer campestre;36;;2;;12.293.113.956.608.000;5.687.588.801.175.770
1046;Loto americano;Diospyros virginiana;15;;2;;12.293.133.294.472.500;5.687.585.160.799.480
1043;Carpino bianco;carpinus betulus;32;;2;;1.229.307.534.162.710;568.757.765.205.261
1042;bagolaro;Celtis australis;30;;2;;12.293.140.902.097.000;56.875.805.339.793.300
1041;bagolaro;Celtis australis;14;;2;;12.293.112.901.364.000;5.687.573.965.236.370
1040;bagolaro;Celtis australis;22;;2;;12.293.087.388.236.600;5.687.569.219.574.140
1039;bagolaro;Celtis australis;30;;1;;12.293.055.567.401.500;5.687.560.898.914.580
1036;bagolaro;Celtis australis;23;;2;;12.293.058.971.448.400;5.687.555.673.016.740
1037;bagolaro;Celtis australis;17;;2;;12.293.045.829.171.000;5.687.551.776.660.730
1033;bagolaro;Celtis australis;19;;2;;1.229.302.484.548.050;5.687.548.916.633.020
1032;bagolaro;Celtis australis;18;;2;;1.229.300.858.598.000;56.875.460.445.649.200
1031;bagolaro;Celtis australis;15;;2;;12.293.043.715.751.100;5.687.538.095.330.610
1026;acero campestre;Acer campestre;13;;3;;12.293.034.731.914.200;5.687.531.952.437.130
1027;bagolaro;Celtis australis;17;;2;;12.293.037.300.535.300;568.752.876.136.229
1025;bagolaro;Celtis australis;16;;2;;12.292.974.365.156.600;568.752.824.420.994
1024;bagolaro;Celtis australis;12;;2;;12.292.980.462.498.000;5.687.525.653.945.910
1020;bagolaro;Celtis australis;15;;2;;12.293.041.533.765.100;5.687.524.143.172.470
1023;bagolaro;Celtis australis;15;;2;;1.229.295.375.411.590;5.687.521.521.154.140
1021;bagolaro;Celtis australis;52;;1;;12.292.886.454.635.300;5.687.522.437.991.730
1019;bagolaro;Celtis australis;15;;3;;12.293.024.890.878.600;5.687.522.423.939.170
1018;Olmo;Ulmus minor;15;;2;;12.293.019.446.657.500;5.687.519.592.069.780
1000;bagolaro;Celtis australis;68;;1;;12.292.883.172.245.000;5.687.520.142.658.440
1022;bagolaro;Celtis australis;70;;1;;12.292.872.363.314.800;5.687.517.459.973.040
1015;Spino di Giuda;Gleditsia triacanthos;12;;2;;12.292.849.978.572.600;56.875.144.002.554.300
1016;Tiglio;Tilia cordata;16;;2;;1.229.291.888.491.060;5.687.514.495.662.710
1017;bagolaro;Celtis australis;12;;2;;1.229.299.711.955.660;5.687.514.092.999.150
1012;Spino di Giuda;Gleditsia triacanthos;12;;2;;122.928.327.357.418;5.687.510.311.097.310
1011;Loto americano;Diospyros virginiana;14;;2;;12.292.883.683.740.400;56.875.088.261.369.400
1008;bagolaro;Celtis australis;18;;2;;12.292.919.750.081.700;568.750.724.359.071
1007;bagolaro;Celtis australis;13;;2;;1.229.298.654.600.550;5.687.507.005.593.050
1010;bagolaro;Celtis australis;12;;2;;12.292.996.553.804.200;5.687.511.858.500.450
1005;bagolaro;Celtis australis;25;;2;;12.292.917.166.001.800;568.750.237.176.468
1006;Olmo;Ulmus minor;13;;2;;1.229.298.072.464.350;5.687.502.684.063.850
1004;bagolaro;Celtis australis;14;;2;;12.292.975.681.028.800;5.687.498.767.088.440
998;bagolaro;Celtis australis;13;;3;;12.292.838.682.413.200;5.687.491.121.081.140
1001;Olmo;Ulmus minor;19;;2;;12.292.887.942.230.500;56.874.936.380.079
1002;bagolaro;Celtis australis;12;;2;;1.229.292.888.695.200;5.687.492.652.831.530
1003;Spino di Giuda;Gleditsia triacanthos;13;;2;;12.292.964.833.217.200;5.687.490.596.303.020
997;Olmo;Ulmus minor;15;;2;;12.292.850.459.389.800;5.687.486.957.974.860
996;bagolaro;Celtis australis;13;;3;;12.292.849.430.822.800;5.687.482.895.261.820
995;Spino di Giuda;Gleditsia triacanthos;13;;2;;12.292.884.449.589.900;56.874.851.774.583.600
994;Olmo;Ulmus minor;20;;1;;12.292.947.281.801.000;5.687.485.288.343.970
993;bagolaro;Celtis australis;13;;2;;1.229.289.665.511.600;5.687.482.707.150.880
992;Spino di Giuda;Gleditsia triacanthos;16;;2;;1.229.292.913.495.990;5.687.482.963.149.340
990;Spino di Giuda;Gleditsia triacanthos;20;;2;;12.292.863.564.436.600;568.747.737.104.274
988;bagolaro;Celtis australis;20;;2;;1.229.281.165.663.540;5.687.475.064.134.060
989;Spino di Giuda;Gleditsia triacanthos;15;;2;;12.292.857.743.156.000;568.747.304.952.667
985;Spino di Giuda;Gleditsia triacanthos;17;;2;;12.292.800.333.513.100;5.687.470.350.107.450
1919;Cedro dellâ€™Himalaya;Cedrus deodara;97;;1;;12.290.876.324.550.600;5.687.985.430.825.780
1918;Cedro dellâ€™Himalaya;Cedrus deodara;100;;1;;12.290.957.146.545.100;56.879.765.518.203
1917;Thuja;Thuja;17;;3;;12.290.963.292.664.900;5.687.968.811.616.120
1916;Ulivo;Olea europea;22;;3;;12.290.993.550.741.100;5.687.965.617.638.330
1915;Thuja;Thuja;19;;3;;12.291.075.407.392.200;5.687.971.507.505.180
1914;Cedro dellâ€™Himalaya;Cedrus deodara;42;;1;;12.291.092.893.755.200;5.687.981.897.898.640
1913;Thuja;Thuja;13;;2;;12.291.051.001.106.300;568.798.715.429.548
1911;Thuja;Thuja;21;;1;;12.291.156.578.873.100;5.687.974.688.743.360
1912;Ulivo;Olea europea;12;3F;3;;1.229.114.235.106.000;5.687.982.517.295.090
1906;Thuja;Thuja;28;;1;;12.291.274.134.627.700;5.687.988.212.240.570
1904;Fotinia;Photina serrulata;27;;1;;12.291.285.766.069.800;5.687.994.145.440.680
1909;Pino domestico;Pinus pinea;71;;1;;12.291.105.731.390.400;5.688.003.277.168.780
1910;Thuja;Thuja;24;;1;;12.291.083.410.966.900;5.687.995.135.121.980
1900;Thuja;Thuja;31;;1;;12.291.291.227.811.500;5.688.010.393.798.600
1903;Pino dellâ€™Himalaya;Pinus wallichiana;45;;1;;1.229.133.610.766.140;5.688.000.928.682.190
1901;bagolaro;Celtis australis;32;;1;;12.291.226.733.694.700;5.688.009.067.351.100
1907;Pino domestico;Pinus pinea;86;;1;;12.291.184.377.977.600;5.687.999.146.823.860
1902;carpino nero;Ostrya carpinifolia;24;;1;;12.291.306.558.777.000;5.688.004.256.396.850
1905;Thuja;Thuja;27;;1;;1.229.125.906.430.610;5.688.000.718.352.350
1908;Tasso;Taxus baccata;29;;1;;12.291.158.018.769.500;5.688.007.074.053.810
1899;Bagolaro orientale;Celtis orientalis;20;;1;;12.291.373.828.517.700;5.688.016.552.810.400
1898;gelso;Morus alba;18;2F;1;;1.229.144.776.488.150;5.688.020.497.821.330
1897;Bagolaro orientale;Celtis orientalis;21;3F;1;;12.291.550.472.447.600;5.688.020.710.521.990
1896;gelso;Morus alba;24;3F;1;;12.291.590.851.466.500;5.688.025.486.357.290
1895;gelso;Morus alba;29;;1;;12.291.660.899.323.700;568.802.740.847.016
1894;Pino dellâ€™Himalaya;Pinus wallichiana;48;;1;;12.291.707.609.749.000;5.688.033.184.570.400
1892;Cipresso dellâ€™Himalaya;Cupressus torulosa;26;;1;;12.291.872.407.509.600;568.804.123.470.787
1893;Pino dellâ€™Himalaya;Pinus wallichiana;59;;1;;12.291.903.582.848.000;5.688.030.991.328.240
1891;/;/;86;;1;;12.292.023.572.438.700;5.688.040.781.824.280
1889;Bagolaro orientale;Celtis orientalis;36;;1;;1.229.205.454.606.580;5.688.035.078.852.290
1890;Pino dellâ€™Himalaya;Pinus wallichiana;19;;1;;122.920.914.053.974;5.688.028.615.530.460
1886;/;/;29;;1;;12.292.128.144.259.800;5.688.043.022.501.790
1885;Fotinia;Photina serrulata;17;3F;1;;12.292.225.984.057.300;5.688.045.348.080.960
1888;Bagolaro orientale;Celtis orientalis;30;;1;;12.292.198.102.441.900;5.688.039.252.985.500
1887;Bagolaro orientale;Celtis orientalis;32;;1;;12.292.175.585.928.700;5.688.033.008.704.130
1884;Bagolaro orientale;Celtis orientalis;17;;1;;12.292.261.512.674.400;5.688.052.304.572.100
1883;Tasso;Taxus baccata;44;;1;;12.292.273.282.074.100;5.688.037.435.191.970
1882;Bagolaro orientale;Celtis orientalis;31;;1;;12.292.296.197.168.200;5.688.050.589.956.870
1881;Bagolaro orientale;Celtis orientalis;30;;1;;12.292.369.334.978.800;5.688.048.709.596.520
1880;Pino dellâ€™Himalaya;Pinus wallichiana;32;;1;;12.292.335.471.090.200;5.688.040.325.915.930
1875;Pino dellâ€™Himalaya;Pinus wallichiana;35;;1;;12.292.383.606.817.500;5.688.043.726.764.830
1873;Pino dellâ€™Himalaya;Pinus wallichiana;49;;1;;12.292.438.440.368.300;5.688.046.907.266.300
1872;Pino dellâ€™Himalaya;Pinus wallichiana;50;;1;;1.229.248.157.747.040;5.688.049.236.691.740
1874;Pino dellâ€™Himalaya;Pinus wallichiana;54;;1;;1.229.243.196.978.980;5.688.053.360.936.520
1871;Pino dellâ€™Himalaya;Pinus wallichiana;53;;1;;1.229.257.286.757.410;5.688.055.034.677.270
1876;Bagolaro orientale;Celtis orientalis;38;;1;;1.229.252.139.580.530;5.688.057.130.882.820
1877;Thuja;Thuja;31;;1;;12.292.451.471.912.200;5.688.061.035.864.520
1879;Thuja;Thuja;24;;1;;12.292.420.596.951.300;5.688.061.792.140.930
1870;Bagolaro orientale;Celtis orientalis;45;;1;;1.229.260.642.950.030;5.688.059.556.817.950
1808;Bagolaro orientale;Celtis orientalis;20;;2;;1.229.263.604.479.320;5.688.064.495.577.110
1806;Tiglio;Tilia cordata;26;;2;;12.292.611.083.504.800;5.688.067.269.587.500
1878;acero campestre;Acer campestre;18;;1;;1.229.250.012.206.950;5.688.066.468.202.120
1869;Bagolaro orientale;Celtis orientalis;46;;1;;1.229.254.438.183.050;5.688.062.560.856.870
1920;Olmo;Ulmus minor;15;;2;;12.290.865.544.757.200;56.879.748.539.478.900
1921;Pino domestico;Pinus pinea;21;;2;;1.229.077.696.341.620;5.687.939.709.254.780
1922;Pino domestico;Pinus pinea;27;;2;;1.229.072.163.437.400;568.793.456.494.175
1923;Ligustro;Ligustrum lucidum;22;;2;;12.290.612.250.432.900;568.793.999.314.103
1929;Cedro dellâ€™Himalaya;Cedrus deodara;76;;1;;12.290.623.194.230.400;5.687.897.819.285.300
1928;Cipresso dellâ€™Arizona;Cupressus arizonica;15;;1;;12.290.578.553.890.400;5.687.908.232.270.340
1927;Pino dellâ€™Himalaya;Pinus excelsa;37;;2;;12.290.570.338.302.000;5.687.913.131.819.450
1926;Cipresso dellâ€™Arizona;Cupressus arizonica;27;;1;;1.229.054.702.096.780;5.687.922.406.387.460
1924;Cipresso dellâ€™Arizona;Cupressus arizonica;38;;1;;12.290.550.152.009.700;568.792.944.533.906
1134;prunus;prunus;16;7F;2;;12.292.743.374.589.100;5.687.680.882.561.550
1215;acero campestre;Acer campestre;52;;2;;1.229.127.788.401.740;5.687.748.117.572.420
1214;Ontano;Alnus;17;;2;Abbattimento;12.291.414.665.315.000;5.687.746.099.135.410
1213;Cipresso dellâ€™Himalaya;Cupressus torulosa;41;;2;;12.291.457.997.152.300;5.687.739.905.155.660
1219;bagolaro;Celtis australis;16;;2;;12.291.345.642.629.900;5.687.768.470.278.770
1216;Tasso;Taxus baccata;23;;3;;1.229.130.887.673.130;5.687.762.015.881.390
1217;Tasso;Taxus baccata;34;;3;;12.291.378.945.675.700;5.687.764.098.621.090
1218;Bagolaro orientale;Celtis orientalis;20;;3;;12.291.434.833.212.700;568.775.454.493.429
1190;Tiglio;Tilia cordata;48;;1;;12.292.040.156.583.100;5.687.735.834.128.090
1204;Tiglio;Tilia cordata;27;;2;;12.291.991.941.024.900;5.687.740.337.510.620
1198;acero campestre;Acer campestre;27;;2;;12.291.838.394.142;5.687.733.681.724.040
1195;Gelso cinese;Broussonetia papyrifera;48;;1;;12.291.833.373.629.900;5.687.698.840.707.830
1187;Gelso cinese;Broussonetia papyrifera;26;;3;;12.292.056.924.971.900;5.687.682.082.308.050
1182;acero campestre;Acer campestre;35;;2;;12.292.256.391.100.000;5.687.727.664.864.960
1183;bagolaro;Celtis australis;27;;2;;12.292.257.920.918.600;5.687.718.709.435.810
1168;Carpino bianco;carpinus betulus;40;;1;;12.292.522.346.320.300;5.687.735.938.718.660
1133;Olmo;Ulmus minor;41;;1;;12.292.868.784.827.200;5.687.732.198.958.610
1244;Tiglio;Tilia cordata;70;;1;;12.292.366.615.991.900;568.774.690.599.394
1235;Tiglio;Tilia cordata;15;;3;;12.292.727.646.200.400;5.687.753.937.630.520
1222;Tiglio;Tilia cordata;20;;2;;12.292.770.873.436.400;56.877.503.515.932.700
1220;bagolaro;Celtis australis;22;;1;;1.229.284.591.814.270;5.687.739.351.811.320
1141;bagolaro;Celtis australis;10;2F;2;;1.229.279.602.708.990;5.687.707.243.930.000
1212;Platano;platanus;68;;1;;1.229.151.861.018.660;5.687.737.734.108.390
1211;Platano;platanus;71;;1;;12.291.586.807.958.100;5.687.737.179.479.590
1209;Platano;platanus;24;;3;;12.291.656.854.614.000;5.687.736.429.677.560
1208;Platano;platanus;26;;2;;12.291.734.393.156.600;5.687.735.279.868.690
1210;farnia;Quercus robur;25;;1;;12.291.692.307.542.000;5.687.749.004.858.410
1207;farnia;Quercus robur;36;;2;;12.291.768.906.943.400;5.687.744.143.495.200
1206;faggio;Fagus sylvatica;23;;2;;12.291.822.434.027.600;56.877.456.260.351.900
1205;carpino nero;Ostrya carpinifolia;69;;1;;12.291.840.501.812.400;5.687.744.977.991.060
